"bodyid","X","Y","Z"
"359900300","2281","24747","15813"
"330640381","2218","25258","16081"
"330303073","2698","25150","16071"
"328265281","3198","24534","15928"
"328209735","2770","25372","16620"
"327509674","2714","24584","15529"
"326504486","3968","27006","17870"
"325484974","2246","24635","15296"
"298935146","2882","24931","16608"
"297860627","2975","24292","14947"
"5813055768","4922","27638","17141"
"5813019807","4389","26880","16615"
"5812981249","1676","25332","14125"
"759633968","1127","25410","14163"
"578919867","2582","25001","15469"
"578587420","2967","25484","14176"
"578587259","2300","25466","14624"
"574420970","2258","25832","14084"
"547551580","1601","25623","14489"
"544831533","2340","25040","14824"
"543023799","2034","25514","13930"
"542699260","1349","25235","13809"
"359628017","3523","25592","16584"
"330989587","4557","27262","17661"
"329215304","4654","27128","16156"
"327519295","4395","25076","15162"
"325814784","2266","25246","16687"
"299272806","3135","25814","16477"
"298245502","4180","26831","17618"
"297572235","4520","25976","15782"
"297519843","2765","24635","16054"
"296143923","2484","23991","15083"
"267223104","3236","26377","16680"
"266873401","3936","26658","16821"
"5813098306","1167","23798","18962"
"5813097073","791","22235","17669"
"5813068507","1867","21927","19414"
"5813057662","2744","22071","18669"
"5813047178","1643","23222","18485"
"5813047004","1814","22559","18172"
"5813039880","2079","22572","19475"
"5813035078","1156","23421","19042"
"5813010546","1062","23108","18022"
"698180927","2059","23280","20813"
"605090489","707","23412","18317"
"542643555","1492","23724","19593"
"541961750","1529","22953","18171"
"541961677","758","22768","18092"
"541624179","1587","21793","18168"
"511621576","854","25339","19932"
"511271379","1613","23967","19388"
"511262952","814","25838","20464"
"510943286","1617","22345","18793"
"480599285","1386","22769","18830"
"480586157","629","22993","17510"
"480262368","1143","21917","18056"
"480262270","860","22695","18515"
"480258191","1417","21903","18638"
"480257919","998","22644","17694"
"480257914","2034","24464","20189"
"480257896","1752","22807","19217"
"480257882","978","24310","19260"
"480257743","2586","16546","14442"
"480253500","1683","22900","19670"
"479917126","1758","22815","18606"
"450609707","1526","22061","17875"
"450267976","1516","21670","17556"
"449577409","2286","21778","18925"
"449227486","1020","22292","18614"
"449223379","691","23701","18781"
"449223347","1904","22152","18291"
"449223263","2935","24755","20450"
"448899493","2060","21446","18426"
"421292214","904","22350","18108"
"419929377","1231","23506","18651"
"419578845","2540","21568","18561"
"419234116","2432","21103","18205"
"418861761","2028","23069","18905"
"391604407","1362","22262","18332"
"390935343","2487","21471","18014"
"390919685","1786","23602","18654"
"390586752","643","22178","18675"
"389536816","2000","23236","20026"
"388513242","1854","21882","18652"
"360928792","2210","23168","19396"
"359555628","1430","22506","17830"
"359210479","2324","22022","18740"
"358878546","1604","23150","18982"
"357832762","2031","23334","19713"
"357496172","1209","22188","17505"
"356832508","2470","22194","19154"
"329566467","1140","23038","19178"
"328519904","1874","21411","18017"
"327220514","2511","24416","20219"
"326154371","1516","22027","19125"
"325834652","2972","24112","20019"
"325814669","1123","23051","18511"
"296489073","1618","22363","19532"
"296120593","492","23787","17681"
"295807429","1608","23610","19007"
"295799057","2595","22624","18659"
"295798962","1081","21799","17656"
"295785459","1990","22178","19090"
"295780154","2076","22459","18738"
"295461871","668","23443","17937"
"295461707","1512","23283","19528"
"295439322","1827","21678","18976"
"389204888","2306","23637","19993"
"5901195359","1174","24290","14976"
"5813047407","1667","25493","18438"
"5813047173","576","24896","16180"
"5813013173","84","24128","16444"
"5813010170","507","24176","16547"
"765029085","1074","24590","17560"
"673302212","1780","25079","19124"
"668466304","228","25256","14188"
"667444187","628","25247","16378"
"642612763","931","25516","17474"
"636451654","1143","24511","17144"
"605399330","478","24816","15015"
"603003871","864","24635","15210"
"549961114","1363","24446","17935"
"544012081","1098","24052","17872"
"542298702","290","25459","16149"
"542298159","416","25232","15083"
"541632940","1056","25143","17695"
"541628695","1734","25646","19307"
"541615798","908","24724","14190"
"517138678","1389","23926","18244"
"512976561","748","25056","15864"
"512294414","206","25871","15776"
"511949386","1032","23851","15522"
"483988886","218","25646","15108"
"481941922","662","25380","14196"
"481941863","84","26048","16150"
"481941855","405","23802","16671"
"481941832","428","25108","13902"
"481941688","622","24175","15432"
"481941611","1054","24309","15423"
"481600824","1506","24878","17633"
"452655734","474","24050","17242"
"451990898","1012","24296","18310"
"451986590","1171","24577","16509"
"451619617","1330","23900","17070"
"451619287","1222","24856","16820"
"450924155","791","24614","15825"
"450579065","1131","24670","18167"
"450574212","732","23844","16329"
"449910002","892","23609","17041"
"422312162","1464","24868","17189"
"422312023","873","23899","16818"
"422312019","1563","25177","18119"
"421638281","1079","25061","17167"
"421633905","225","24608","16138"
"420594200","788","25405","16922"
"420235118","96","25086","14970"
"420230547","1010","23879","17427"
"420226410","1026","24196","16557"
"419889751","539","25007","14492"
"419889682","802","23968","15921"
"419885042","582","24387","16025"
"419884971","1024","25094","18118"
"419884922","1231","24541","18577"
"419884905","1675","24482","16862"
"419880519","543","25402","14706"
"419880385","554","24403","15122"
"419548748","252","24524","15524"
"419543946","1936","25358","19557"
"419207462","879","24229","17305"
"392985492","1041","24796","16201"
"391625677","429","25455","15630"
"390935535","1455","24016","17488"
"390245740","637","24763","17455"
"360950551","1140","23644","17811"
"360927799","542","25245","17145"
"360573708","1044","24314","16059"
"359892436","248","24549","14804"
"359568205","672","24495","16433"
"329215923","851","24787","13713"
"5813020846","12050","30630","10568"
"1103076052","7384","29546","13040"
"1012298719","12487","31097","10245"
"977201905","11641","31610","10962"
"950233506","5579","28498","14519"
"922608418","8234","30432","12768"
"917497441","11892","31059","10275"
"891914014","7114","29584","13564"
"891577867","11430","31258","10503"
"891577717","9548","31047","11711"
"885163107","6808","29144","14011"
"796733296","8191","29900","12263"
"788519447","12134","31458","10742"
"760272462","10402","31286","11347"
"670219670","11225","32820","13103"
"666136034","11264","30908","11522"
"639875892","11244","30746","10891"
"608840926","7835","30717","13728"
"604070433","11624","30899","10816"
"576843029","9327","30960","12129"
"574027813","8688","30185","12140"
"573713481","12384","31226","11040"
"541347811","9954","30242","11338"
"390952738","7968","29449","12795"
"361968122","8484","29424","12284"
"361351171","11593","30264","10384"
"330604760","6140","28331","14248"
"5813068707","12150","31770","11264"
"5813022764","8060","30668","13344"
"1102761868","9103","30391","12310"
"950928506","6958","29681","14080"
"829162792","10326","30735","11558"
"796061060","7886","30058","12688"
"795723912","11048","31830","11515"
"549502646","11429","32132","11924"
"487968933","6291","28770","13820"
"454347237","9391","30315","11863"
"953302667","7892","30434","13786"
"827794325","7892","31406","14724"
"798114519","8034","31740","16100"
"5813021637","7708","29601","13359"
"5813021562","9196","32080","16522"
"5812983519","11870","32680","12632"
"1014016610","5748","28502","15404"
"983663810","6158","29258","14986"
"953639837","7431","30871","15131"
"953639677","9050","31974","16834"
"953635591","6552","29441","14551"
"953306312","8852","31955","15255"
"919850789","8374","31526","15287"
"917527702","9056","29691","12229"
"891582311","9650","29592","11970"
"890191937","5582","29556","16742"
"859507725","7402","30136","13672"
"857788501","7970","31259","14917"
"829155062","10780","31894","11877"
"828830111","9853","30557","11732"
"828477488","8599","30021","12529"
"767084239","8702","30649","12736"
"766410805","11272","32462","12340"
"766388652","7620","30130","13282"
"765034172","8188","29921","13033"
"764339062","10022","29828","11699"
"734352404","9788","32631","15319"
"642263196","7405","29892","14022"
"642262407","4832","26174","11894"
"515718803","7488","30511","14166"
"390352384","10457","29745","11374"
"766410696","11646","31992","11604"
"550962648","15118","25596","13164"
"5901195323","3532","27729","19592"
"5813129316","2304","27171","17722"
"5813077898","2706","26940","18380"
"5813040095","2193","27790","19136"
"5813040093","3652","28032","17687"
"5813021533","4510","28085","19062"
"5813010591","2342","27599","18129"
"5813010494","3043","28055","18649"
"5813009995","2225","27237","19227"
"5812980880","3346","27424","17740"
"793702856","2070","27242","18745"
"764408961","2922","27492","17648"
"702674134","5188","29574","18376"
"698180486","1871","27151","17700"
"696795331","3327","27552","17117"
"668144344","3096","27259","19387"
"665747387","2605","27470","18503"
"603681826","3642","27311","19261"
"579562628","2659","27703","18914"
"574011220","2062","28162","19552"
"573329873","3728","28422","19536"
"572988717","2024","26478","17194"
"549192526","3385","28449","19067"
"546083486","2525","28414","19696"
"544750318","2926","28062","19756"
"544007573","2645","27071","19658"
"516425902","2914","27200","17124"
"514396940","1924","27683","18785"
"511262901","1959","26721","17915"
"486116439","2941","27225","18908"
"483021600","3419","27794","18131"
"482002701","3461","28195","18408"
"454697392","3632","27950","18740"
"453665759","4480","27992","19816"
"452677169","2470","26720","17800"
"452664348","3457","27195","19862"
"451995819","2732","27024","17585"
"451987038","1830","27938","19759"
"451646040","2868","27840","18206"
"451644891","4200","28653","17942"
"451304268","2275","27781","18546"
"425803370","2614","26344","16706"
"423330124","5319","28837","19974"
"422656780","2655","27548","19491"
"422311625","1883","26899","18358"
"421957711","4168","27320","19220"
"421271305","3256","27842","19223"
"420956527","3614","27554","18438"
"392640591","2422","27895","19817"
"391954490","4031","27887","19728"
"391609333","2364","27432","19675"
"390948580","2851","27314","18044"
"390948259","2215","27128","18244"
"390589591","3788","27714","17872"
"390579059","3863","27956","19193"
"360578625","2941","27153","19904"
"360578457","3075","27422","18412"
"360254511","4079","27985","18429"
"329581637","4014","27512","18808"
"329211098","3396","27452","18901"
"328525017","3870","28252","18090"
"297921527","3289","26859","18438"
"297192204","3238","28636","19502"
"296846109","2717","28194","19164"
"296203608","3843","28656","18744"
"5813047371","9987","30460","10284"
"5813014526","9360","29412","10373"
"828826099","9711","29685","10203"
"733986433","11730","30059","8790"
"703387200","12453","30183","8923"
"612634432","6736","28834","12580"
"605762571","12007","30160","9172"
"548821347","10344","30029","9349"
"547443555","12302","29986","8534"
"547103110","11639","30479","9553"
"516832391","12518","29712","7974"
"487148422","11059","30993","10240"
"453333562","8951","30157","11338"
"612648076","10648","30938","10140"
"518183562","10694","30946","10042"
"5813048443","5467","27702","13970"
"1073691439","4966","27370","13140"
"889190744","8732","29848","11618"
"858838262","7231","29333","12568"
"765021328","10979","30435","10241"
"579596940","11387","30167","9095"
"578893446","10547","30528","9862"
"549219101","9506","30190","10288"
"548203966","11206","30289","9443"
"486812022","10912","30054","9142"
"486056294","11245","29837","8684"
"294450004","12326","30610","10130"
"1073354203","10584","30330","10276"
"5813110223","10704","30800","11121"
"5813079584","10036","30792","10698"
"5813075410","6780","29058","12821"
"5813070572","10619","30095","11036"
"5813062942","10935","31271","11277"
"5813058416","10968","30942","10572"
"5812980256","8665","29821","10866"
"1720333334","12540","30536","9350"
"1293688646","10888","30239","10606"
"1073694558","11087","31378","10878"
"1073354472","11374","30775","9921"
"949904655","6718","29116","13388"
"949904356","12045","30789","9867"
